region_type	chr	start	end	size	dp_mean	ctrl_norm_factor	ctrl_norm	ctrl_pad_norm_factor	ctrl_pad_norm	n_ppn	segdup_ppn	sample_id	sv_id	cnv_type	cn_change	copy_number	mean_ctrl	sd_ctrl	lo_ctrl	hi_ctrl	mean_ctrl_pad	sd_ctrl_pad	lo_ctrl_pad	hi_ctrl_pad	cutoff_del	cutoff_dup	run_id	sample_type	coriell_id	seq_status	fail_reason	target_size	ppn_genome_targeted	wg_mean_cov	x_mean_cov	y_mean_cov	sample_sex	ctrl_mean_cov	ctrl_total_size	ctrl_NoN_size	ctrl_num_pos_gte10_dp	ctrl_ppn_pos_gte10_dp	num_standard_target_regions	total_standard_target_bp	norm	cutoff	mean	sd	lo	hi	cnv_trgt_size
ctrl	17	48020229	48520229	500000	4.84	5.12	0.95	5.48	0.88	0.0	0.0	SM4689	0				1.0	0.0748733921168063	0.775379823649581	1.22462017635042	1.07071205170932	0.185704026394998	0.513599972524326	1.62782413089431	0.775379823649581	1.22462017635042	4	gDNA	NA12606	PASS		46070599	0.014882155433567	0.831368	0.40437	0.240751	MALE	5.1196544	2500000	2500000	99765	0.039906	9	4500000	ctrl	ctrl	1.0	0.0748733921168063	0.775379823649581	1.22462017635042	41570599
ctrl	8	61435955	61935955	500000	5.15	5.12	1.01	5.48	0.94	0.0	0.0	SM4689	0				1.0	0.0748733921168063	0.775379823649581	1.22462017635042	1.07071205170932	0.185704026394998	0.513599972524326	1.62782413089431	0.775379823649581	1.22462017635042	4	gDNA	NA12606	PASS		46070599	0.014882155433567	0.831368	0.40437	0.240751	MALE	5.1196544	2500000	2500000	99765	0.039906	9	4500000	ctrl	ctrl	1.0	0.0748733921168063	0.775379823649581	1.22462017635042	41570599
ctrl	9	137385170	137885170	500000	4.64	5.12	0.91	5.48	0.85	0.0	0.01	SM4689	0				1.0	0.0748733921168063	0.775379823649581	1.22462017635042	1.07071205170932	0.185704026394998	0.513599972524326	1.62782413089431	0.775379823649581	1.22462017635042	4	gDNA	NA12606	PASS		46070599	0.014882155433567	0.831368	0.40437	0.240751	MALE	5.1196544	2500000	2500000	99765	0.039906	9	4500000	ctrl	ctrl	1.0	0.0748733921168063	0.775379823649581	1.22462017635042	41570599
cnv	13	1	115169878	115169877	9.22	6.28	1.47			0.17	0.03	SM4742	0	DUP	one_copy_gain	3.0	1.0	0.0246038868932964	0.926188339320111	1.07381166067989					0.926188339320111	1.07381166067989	8	gDNA	NA02948	PASS		119669877	0.0386568820220864	1.11185	0.48273	0.274801	MALE	6.2818308	2500000	2500000	302405	0.120962	9	4500000	ctrl	ctrl	1.0	0.0246038868932964	0.926188339320111	1.07381166067989	115169877
ctrl	10	89425864	89925864	500000	6.35	6.28	1.01			0.0	0.01	SM4742	0				1.0	0.0246038868932964	0.926188339320111	1.07381166067989					0.926188339320111	1.07381166067989	8	gDNA	NA02948	PASS		119669877	0.0386568820220864	1.11185	0.48273	0.274801	MALE	6.2818308	2500000	2500000	302405	0.120962	9	4500000	ctrl	ctrl	1.0	0.0246038868932964	0.926188339320111	1.07381166067989	115169877
ctrl	17	40886906	41386906	500000	6.28	6.28	1.0			0.0	0.13	SM4742	0				1.0	0.0246038868932964	0.926188339320111	1.07381166067989					0.926188339320111	1.07381166067989	8	gDNA	NA02948	PASS		119669877	0.0386568820220864	1.11185	0.48273	0.274801	MALE	6.2818308	2500000	2500000	302405	0.120962	9	4500000	ctrl	ctrl	1.0	0.0246038868932964	0.926188339320111	1.07381166067989	115169877
ctrl	17	48020229	48520229	500000	6.5	6.28	1.03			0.0	0.0	SM4742	0				1.0	0.0246038868932964	0.926188339320111	1.07381166067989					0.926188339320111	1.07381166067989	8	gDNA	NA02948	PASS		119669877	0.0386568820220864	1.11185	0.48273	0.274801	MALE	6.2818308	2500000	2500000	302405	0.120962	9	4500000	ctrl	ctrl	1.0	0.0246038868932964	0.926188339320111	1.07381166067989	115169877
ctrl	8	61435955	61935955	500000	6.17	6.28	0.98			0.0	0.0	SM4742	0				1.0	0.0246038868932964	0.926188339320111	1.07381166067989					0.926188339320111	1.07381166067989	8	gDNA	NA02948	PASS		119669877	0.0386568820220864	1.11185	0.48273	0.274801	MALE	6.2818308	2500000	2500000	302405	0.120962	9	4500000	ctrl	ctrl	1.0	0.0246038868932964	0.926188339320111	1.07381166067989	115169877
ctrl	9	137385170	137885170	500000	6.11	6.28	0.97			0.0	0.01	SM4742	0				1.0	0.0246038868932964	0.926188339320111	1.07381166067989					0.926188339320111	1.07381166067989	8	gDNA	NA02948	PASS		119669877	0.0386568820220864	1.11185	0.48273	0.274801	MALE	6.2818308	2500000	2500000	302405	0.120962	9	4500000	ctrl	ctrl	1.0	0.0246038868932964	0.926188339320111	1.07381166067989	115169877
cnv	X	32846001	33141000	294999	7.31	3.33	2.19	3.51	2.09	0.0	0.0	SM4791	0	DUP	one_copy_gain	2.0	1.0	0.200030919354114	0.399907241937658	1.60009275806234	1.0519387431407	0.185868147354798	0.494334301076306	1.60954318520509	0.494334301076306	1.60009275806234	5	gDNA	NA09981	PASS		5794999	0.0018719547331122	0.511182	0.301946	0.187467	MALE	3.3326908	2500000	2500000	27393	0.0109572	9	4500000	ctrl	ctrl	1.0	0.200030919354114	0.399907241937658	1.60009275806234	1294999
pad	X	32346001	32846001	500000	3.93	3.33	1.18	3.51	1.12	0.0	0.0	SM4791	0				1.0	0.200030919354114	0.399907241937658	1.60009275806234	1.0519387431407	0.185868147354798	0.494334301076306	1.60954318520509	0.494334301076306	1.60009275806234	5	gDNA	NA09981	PASS		5794999	0.0018719547331122	0.511182	0.301946	0.187467	MALE	3.3326908	2500000	2500000	27393	0.0109572	9	4500000	ctrl	ctrl	1.0	0.200030919354114	0.399907241937658	1.60009275806234	1294999
pad	X	33141000	33641000	500000	3.95	3.33	1.19	3.51	1.13	0.0	0.0	SM4791	0				1.0	0.200030919354114	0.399907241937658	1.60009275806234	1.0519387431407	0.185868147354798	0.494334301076306	1.60954318520509	0.494334301076306	1.60009275806234	5	gDNA	NA09981	PASS		5794999	0.0018719547331122	0.511182	0.301946	0.187467	MALE	3.3326908	2500000	2500000	27393	0.0109572	9	4500000	ctrl	ctrl	1.0	0.200030919354114	0.399907241937658	1.60009275806234	1294999
ctrl	10	89425864	89925864	500000	4.21	3.33	1.26	3.51	1.2	0.0	0.01	SM4791	0				1.0	0.200030919354114	0.399907241937658	1.60009275806234	1.0519387431407	0.185868147354798	0.494334301076306	1.60954318520509	0.494334301076306	1.60009275806234	5	gDNA	NA09981	PASS		5794999	0.0018719547331122	0.511182	0.301946	0.187467	MALE	3.3326908	2500000	2500000	27393	0.0109572	9	4500000	ctrl	ctrl	1.0	0.200030919354114	0.399907241937658	1.60009275806234	1294999
ctrl	17	40886906	41386906	500000	3.19	3.33	0.96	3.51	0.91	0.0	0.13	SM4791	0				1.0	0.200030919354114	0.399907241937658	1.60009275806234	1.0519387431407	0.185868147354798	0.494334301076306	1.60954318520509	0.494334301076306	1.60009275806234	5	gDNA	NA09981	PASS		5794999	0.0018719547331122	0.511182	0.301946	0.187467	MALE	3.3326908	2500000	2500000	27393	0.0109572	9	4500000	ctrl	ctrl	1.0	0.200030919354114	0.399907241937658	1.60009275806234	1294999
ctrl	17	48020229	48520229	500000	2.84	3.33	0.85	3.51	0.81	0.0	0.0	SM4791	0				1.0	0.200030919354114	0.399907241937658	1.60009275806234	1.0519387431407	0.185868147354798	0.494334301076306	1.60954318520509	0.494334301076306	1.60009275806234	5	gDNA	NA09981	PASS		5794999	0.0018719547331122	0.511182	0.301946	0.187467	MALE	3.3326908	2500000	2500000	27393	0.0109572	9	4500000	ctrl	ctrl	1.0	0.200030919354114	0.399907241937658	1.60009275806234	1294999
ctrl	8	61435955	61935955	500000	3.8	3.33	1.14	3.51	1.09	0.0	0.0	SM4791	0				1.0	0.200030919354114	0.399907241937658	1.60009275806234	1.0519387431407	0.185868147354798	0.494334301076306	1.60954318520509	0.494334301076306	1.60009275806234	5	gDNA	NA09981	PASS		5794999	0.0018719547331122	0.511182	0.301946	0.187467	MALE	3.3326908	2500000	2500000	27393	0.0109572	9	4500000	ctrl	ctrl	1.0	0.200030919354114	0.399907241937658	1.60009275806234	1294999
ctrl	9	137385170	137885170	500000	2.61	3.33	0.78	3.51	0.74	0.0	0.01	SM4791	0				1.0	0.200030919354114	0.399907241937658	1.60009275806234	1.0519387431407	0.185868147354798	0.494334301076306	1.60954318520509	0.494334301076306	1.60009275806234	5	gDNA	NA09981	PASS		5794999	0.0018719547331122	0.511182	0.301946	0.187467	MALE	3.3326908	2500000	2500000	27393	0.0109572	9	4500000	ctrl	ctrl	1.0	0.200030919354114	0.399907241937658	1.60009275806234	1294999
cnv	3	452001	512000	59999	6.04	10.9	0.55	10.98	0.55	0.0	0.0	SM6258	0	DEL	one_copy_loss	1.0	1.0	0.069007055581365	0.792978833255905	1.2070211667441	1.00731234308085	0.0606605310431368	0.82533074995144	1.18929393621026	0.82533074995144	1.18929393621026	13	Blood	Volunteer_1	PASS		5512000	0.0017805377514154	1.42535	0.797251	0.546427	MALE	10.8988188	2500000	2500000	1577766	0.6311064	9	4500000	ctrl	ctrl	1.0	0.069007055581365	0.792978833255905	1.2070211667441	1012000
pad	3	0	452001	452001	10.83	10.9	0.99	10.98	0.99	0.13	0.09	SM6258	0				1.0	0.069007055581365	0.792978833255905	1.2070211667441	1.00731234308085	0.0606605310431368	0.82533074995144	1.18929393621026	0.82533074995144	1.18929393621026	13	Blood	Volunteer_1	PASS		5512000	0.0017805377514154	1.42535	0.797251	0.546427	MALE	10.8988188	2500000	2500000	1577766	0.6311064	9	4500000	ctrl	ctrl	1.0	0.069007055581365	0.792978833255905	1.2070211667441	1012000
pad	3	512000	1012000	500000	11.53	10.9	1.06	10.98	1.05	0.0	0.11	SM6258	0				1.0	0.069007055581365	0.792978833255905	1.2070211667441	1.00731234308085	0.0606605310431368	0.82533074995144	1.18929393621026	0.82533074995144	1.18929393621026	13	Blood	Volunteer_1	PASS		5512000	0.0017805377514154	1.42535	0.797251	0.546427	MALE	10.8988188	2500000	2500000	1577766	0.6311064	9	4500000	ctrl	ctrl	1.0	0.069007055581365	0.792978833255905	1.2070211667441	1012000
ctrl	10	89425864	89925864	500000	11.75	10.9	1.08	10.98	1.07	0.0	0.01	SM6258	0				1.0	0.069007055581365	0.792978833255905	1.2070211667441	1.00731234308085	0.0606605310431368	0.82533074995144	1.18929393621026	0.82533074995144	1.18929393621026	13	Blood	Volunteer_1	PASS		5512000	0.0017805377514154	1.42535	0.797251	0.546427	MALE	10.8988188	2500000	2500000	1577766	0.6311064	9	4500000	ctrl	ctrl	1.0	0.069007055581365	0.792978833255905	1.2070211667441	1012000
ctrl	17	40886906	41386906	500000	10.98	10.9	1.01	10.98	1.0	0.0	0.13	SM6258	0				1.0	0.069007055581365	0.792978833255905	1.2070211667441	1.00731234308085	0.0606605310431368	0.82533074995144	1.18929393621026	0.82533074995144	1.18929393621026	13	Blood	Volunteer_1	PASS		5512000	0.0017805377514154	1.42535	0.797251	0.546427	MALE	10.8988188	2500000	2500000	1577766	0.6311064	9	4500000	ctrl	ctrl	1.0	0.069007055581365	0.792978833255905	1.2070211667441	1012000
ctrl	17	48020229	48520229	500000	9.71	10.9	0.89	10.98	0.88	0.0	0.0	SM6258	0				1.0	0.069007055581365	0.792978833255905	1.2070211667441	1.00731234308085	0.0606605310431368	0.82533074995144	1.18929393621026	0.82533074995144	1.18929393621026	13	Blood	Volunteer_1	PASS		5512000	0.0017805377514154	1.42535	0.797251	0.546427	MALE	10.8988188	2500000	2500000	1577766	0.6311064	9	4500000	ctrl	ctrl	1.0	0.069007055581365	0.792978833255905	1.2070211667441	1012000
ctrl	8	61435955	61935955	500000	11.23	10.9	1.03	10.98	1.02	0.0	0.0	SM6258	0				1.0	0.069007055581365	0.792978833255905	1.2070211667441	1.00731234308085	0.0606605310431368	0.82533074995144	1.18929393621026	0.82533074995144	1.18929393621026	13	Blood	Volunteer_1	PASS		5512000	0.0017805377514154	1.42535	0.797251	0.546427	MALE	10.8988188	2500000	2500000	1577766	0.6311064	9	4500000	ctrl	ctrl	1.0	0.069007055581365	0.792978833255905	1.2070211667441	1012000
ctrl	9	137385170	137885170	500000	10.82	10.9	0.99	10.98	0.99	0.0	0.01	SM6258	0				1.0	0.069007055581365	0.792978833255905	1.2070211667441	1.00731234308085	0.0606605310431368	0.82533074995144	1.18929393621026	0.82533074995144	1.18929393621026	13	Blood	Volunteer_1	PASS		5512000	0.0017805377514154	1.42535	0.797251	0.546427	MALE	10.8988188	2500000	2500000	1577766	0.6311064	9	4500000	ctrl	ctrl	1.0	0.069007055581365	0.792978833255905	1.2070211667441	1012000
cnv	X	31957001	32121000	163999	0.0	9.06	0.0	9.07	0.0	0.0	0.0	SM4895	0	DEL	one_copy_loss	0.0	1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1.00164440377752	0.0461589470268053	0.863167562697104	1.14012124485794	0.863167562697104	1.14012124485794	5	gDNA	NA05115	PASS		5663999	0.001829637888875	0.990037	0.579789	0.346258	MALE	9.0574904	2500000	2500000	1033107	0.4132428	9	4500000	ctrl	ctrl	1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1163999
pad	X	31457001	31957001	500000	8.76	9.06	0.97	9.07	0.97	0.0	0.0	SM4895	0				1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1.00164440377752	0.0461589470268053	0.863167562697104	1.14012124485794	0.863167562697104	1.14012124485794	5	gDNA	NA05115	PASS		5663999	0.001829637888875	0.990037	0.579789	0.346258	MALE	9.0574904	2500000	2500000	1033107	0.4132428	9	4500000	ctrl	ctrl	1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1163999
pad	X	32121000	32621000	500000	9.46	9.06	1.04	9.07	1.04	0.0	0.0	SM4895	0				1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1.00164440377752	0.0461589470268053	0.863167562697104	1.14012124485794	0.863167562697104	1.14012124485794	5	gDNA	NA05115	PASS		5663999	0.001829637888875	0.990037	0.579789	0.346258	MALE	9.0574904	2500000	2500000	1033107	0.4132428	9	4500000	ctrl	ctrl	1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1163999
ctrl	10	89425864	89925864	500000	9.6	9.06	1.06	9.07	1.06	0.0	0.01	SM4895	0				1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1.00164440377752	0.0461589470268053	0.863167562697104	1.14012124485794	0.863167562697104	1.14012124485794	5	gDNA	NA05115	PASS		5663999	0.001829637888875	0.990037	0.579789	0.346258	MALE	9.0574904	2500000	2500000	1033107	0.4132428	9	4500000	ctrl	ctrl	1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1163999
ctrl	17	40886906	41386906	500000	9.06	9.06	1.0	9.07	1.0	0.0	0.13	SM4895	0				1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1.00164440377752	0.0461589470268053	0.863167562697104	1.14012124485794	0.863167562697104	1.14012124485794	5	gDNA	NA05115	PASS		5663999	0.001829637888875	0.990037	0.579789	0.346258	MALE	9.0574904	2500000	2500000	1033107	0.4132428	9	4500000	ctrl	ctrl	1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1163999
ctrl	17	48020229	48520229	500000	8.72	9.06	0.96	9.07	0.96	0.0	0.0	SM4895	0				1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1.00164440377752	0.0461589470268053	0.863167562697104	1.14012124485794	0.863167562697104	1.14012124485794	5	gDNA	NA05115	PASS		5663999	0.001829637888875	0.990037	0.579789	0.346258	MALE	9.0574904	2500000	2500000	1033107	0.4132428	9	4500000	ctrl	ctrl	1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1163999
ctrl	8	61435955	61935955	500000	9.39	9.06	1.04	9.07	1.03	0.0	0.0	SM4895	0				1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1.00164440377752	0.0461589470268053	0.863167562697104	1.14012124485794	0.863167562697104	1.14012124485794	5	gDNA	NA05115	PASS		5663999	0.001829637888875	0.990037	0.579789	0.346258	MALE	9.0574904	2500000	2500000	1033107	0.4132428	9	4500000	ctrl	ctrl	1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1163999
ctrl	9	137385170	137885170	500000	8.52	9.06	0.94	9.07	0.94	0.0	0.01	SM4895	0				1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1.00164440377752	0.0461589470268053	0.863167562697104	1.14012124485794	0.863167562697104	1.14012124485794	5	gDNA	NA05115	PASS		5663999	0.001829637888875	0.990037	0.579789	0.346258	MALE	9.0574904	2500000	2500000	1033107	0.4132428	9	4500000	ctrl	ctrl	1.0	0.0495591342554876	0.851322597233537	1.14867740276646	1163999
cnv	5	147356501	147485457	128956	0.05	0.3	0.17	0.28	0.19	0.0	0.0	SM4628	0				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.932671696678488	0.213024302415718	0.293598789431334	1.57174460392564	0.355892543887447	1.57174460392564	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
pad	5	146856501	147356501	500000	0.25	0.3	0.83	0.28	0.89	0.0	0.0	SM4628	0				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.932671696678488	0.213024302415718	0.293598789431334	1.57174460392564	0.355892543887447	1.57174460392564	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
pad	5	147485457	147985457	500000	0.21	0.3	0.7	0.28	0.75	0.0	0.0	SM4628	0				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.932671696678488	0.213024302415718	0.293598789431334	1.57174460392564	0.355892543887447	1.57174460392564	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
ctrl	10	89425864	89925864	500000	0.3	0.3	1.02	0.28	1.09	0.0	0.01	SM4628	0				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.932671696678488	0.213024302415718	0.293598789431334	1.57174460392564	0.355892543887447	1.57174460392564	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
ctrl	17	40886906	41386906	500000	0.38	0.3	1.29	0.28	1.38	0.0	0.13	SM4628	0				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.932671696678488	0.213024302415718	0.293598789431334	1.57174460392564	0.355892543887447	1.57174460392564	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
ctrl	17	48020229	48520229	500000	0.3	0.3	1.03	0.28	1.1	0.0	0.0	SM4628	0				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.932671696678488	0.213024302415718	0.293598789431334	1.57174460392564	0.355892543887447	1.57174460392564	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
ctrl	8	61435955	61935955	500000	0.29	0.3	0.99	0.28	1.06	0.0	0.0	SM4628	0				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.932671696678488	0.213024302415718	0.293598789431334	1.57174460392564	0.355892543887447	1.57174460392564	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
ctrl	9	137385170	137885170	500000	0.2	0.3	0.68	0.28	0.73	0.0	0.01	SM4628	0				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.932671696678488	0.213024302415718	0.293598789431334	1.57174460392564	0.355892543887447	1.57174460392564	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
ctrl	10	89425864	89925864	500000	0.3	0.3	1.02	0.29	1.04	0.0	0.01	SM4628	1				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.979828539500965	0.242996467095633	0.250839138214066	1.70881794078786	0.355892543887447	1.64410745611255	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
ctrl	17	40886906	41386906	500000	0.38	0.3	1.29	0.29	1.31	0.0	0.13	SM4628	1				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.979828539500965	0.242996467095633	0.250839138214066	1.70881794078786	0.355892543887447	1.64410745611255	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
ctrl	17	48020229	48520229	500000	0.3	0.3	1.03	0.29	1.05	0.0	0.0	SM4628	1				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.979828539500965	0.242996467095633	0.250839138214066	1.70881794078786	0.355892543887447	1.64410745611255	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
ctrl	8	61435955	61935955	500000	0.29	0.3	0.99	0.29	1.01	0.0	0.0	SM4628	1				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.979828539500965	0.242996467095633	0.250839138214066	1.70881794078786	0.355892543887447	1.64410745611255	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
ctrl	9	137385170	137885170	500000	0.2	0.3	0.68	0.29	0.7	0.0	0.01	SM4628	1				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.979828539500965	0.242996467095633	0.250839138214066	1.70881794078786	0.355892543887447	1.64410745611255	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
cnv	7	135206501	154819663	19613162	0.15	0.3	0.5	0.29	0.51	0.01	0.09	SM4628	1				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.979828539500965	0.242996467095633	0.250839138214066	1.70881794078786	0.355892543887447	1.64410745611255	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
pad	7	134706501	135206501	500000	0.19	0.3	0.64	0.29	0.66	0.0	0.01	SM4628	1				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.979828539500965	0.242996467095633	0.250839138214066	1.70881794078786	0.355892543887447	1.64410745611255	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
pad	7	154819663	155319663	500000	0.36	0.3	1.21	0.29	1.24	0.0	0.0	SM4628	1				1.0	0.214702485370851	0.355892543887447	1.64410745611255	0.979828539500965	0.242996467095633	0.250839138214066	1.70881794078786	0.355892543887447	1.64410745611255	9	gDNA	NA08808	FAIL	SAMPLE_QUAL	26242118	0.0084769741974053	0.0345949	0.0196944	0.0125923	MALE	0.2963848	2500000	2500000	0	0.0	9	4500000	ctrl	ctrl	1.0	0.214702485370851	0.355892543887447	1.64410745611255	21742118
cnv	2	130825001	131203000	377999	22.3	15.12	1.48			0.0	0.68	SM7462	0	DUP	one_copy_gain	3.0	1.0	0.0621349944762112	0.813595016571366	1.18640498342863					0.813595016571366	1.18640498342863	12	Blood	Volunteer_3	PASS		5877999	0.0018987661687739	1.59731	1.76903	0.011375	FEMALE	15.1177004	2500000	2500000	2304864	0.9219456	9	4500000	ctrl	ctrl	1.0	0.0621349944762112	0.813595016571366	1.18640498342863	1377999
ctrl	10	89425864	89925864	500000	14.85	15.12	0.98			0.0	0.01	SM7462	0				1.0	0.0621349944762112	0.813595016571366	1.18640498342863					0.813595016571366	1.18640498342863	12	Blood	Volunteer_3	PASS		5877999	0.0018987661687739	1.59731	1.76903	0.011375	FEMALE	15.1177004	2500000	2500000	2304864	0.9219456	9	4500000	ctrl	ctrl	1.0	0.0621349944762112	0.813595016571366	1.18640498342863	1377999
ctrl	17	40886906	41386906	500000	15.06	15.12	1.0			0.0	0.13	SM7462	0				1.0	0.0621349944762112	0.813595016571366	1.18640498342863					0.813595016571366	1.18640498342863	12	Blood	Volunteer_3	PASS		5877999	0.0018987661687739	1.59731	1.76903	0.011375	FEMALE	15.1177004	2500000	2500000	2304864	0.9219456	9	4500000	ctrl	ctrl	1.0	0.0621349944762112	0.813595016571366	1.18640498342863	1377999
ctrl	17	48020229	48520229	500000	14.35	15.12	0.95			0.0	0.0	SM7462	0				1.0	0.0621349944762112	0.813595016571366	1.18640498342863					0.813595016571366	1.18640498342863	12	Blood	Volunteer_3	PASS		5877999	0.0018987661687739	1.59731	1.76903	0.011375	FEMALE	15.1177004	2500000	2500000	2304864	0.9219456	9	4500000	ctrl	ctrl	1.0	0.0621349944762112	0.813595016571366	1.18640498342863	1377999
ctrl	8	61435955	61935955	500000	16.73	15.12	1.11			0.0	0.0	SM7462	0				1.0	0.0621349944762112	0.813595016571366	1.18640498342863					0.813595016571366	1.18640498342863	12	Blood	Volunteer_3	PASS		5877999	0.0018987661687739	1.59731	1.76903	0.011375	FEMALE	15.1177004	2500000	2500000	2304864	0.9219456	9	4500000	ctrl	ctrl	1.0	0.0621349944762112	0.813595016571366	1.18640498342863	1377999
ctrl	9	137385170	137885170	500000	14.6	15.12	0.97			0.0	0.01	SM7462	0				1.0	0.0621349944762112	0.813595016571366	1.18640498342863					0.813595016571366	1.18640498342863	12	Blood	Volunteer_3	PASS		5877999	0.0018987661687739	1.59731	1.76903	0.011375	FEMALE	15.1177004	2500000	2500000	2304864	0.9219456	9	4500000	ctrl	ctrl	1.0	0.0621349944762112	0.813595016571366	1.18640498342863	1377999
